16,es tard inscrib 
17,no inscrib que hag 
17,pued inscrib fech 
17,dond inscrib fech 
17,hay algun formulari inscripcion fech 
17,dond encuentr dat entreg sed 
17,` lleg inscrib hag `` 
17,` formulari inscripcion tard `` 
17,excepcion fech registr 
17,` excepcion fech inscripcion `` 
17,` inscripcion termin `` 
17,` acced formulari inscripcion fech `` 
17,` complet formulari inscripcion excepcional `` 
17,hay registr plaz 
17,com complet formulari registr excepcional 
18,` quier habl tutor `` 
18,` hag habl tutor `` 
18,` contact tutor `` 
18,` necesit ayud campus `` 
18,` contact `` 
18,` ayud tutor `` 
18,` veo respuest tutor `` 
18,` acced ambient `` 
18,` acced ambient `` 
18,` lleg ambient atencion estudi `` 
18,` pued usar ambient comunicacion institucional `` 
18,` funcion tutor sistem `` 
18,` contact tutor sistem `` 
18,com contact tutor sistem 
18,dond acced entorn 
18,com acced entorn 
18,com ayud tutor 
18,com habl tutor 
19,` trat titul `` 
19,` necesit titul . hag `` 
19,` necesit tramit titul `` 
19,` com otorg titul `` 
19,` busc titul `` 
19,` pid titul `` 
19,` certific libr deud certif titul `` 
19,` consig titul `` 
19,` voy comenz tramit titul `` 
19,` regres carrer hag `` 
19,` aprob tod materi com consig titul `` 
19,` que tramit realiz solicit titul `` 
19,me gradu carrer que hag 
19,aprob tod asignatur com obteng titul 
19,que proced hac solicit titul 
19,com obteng titul 
20,` a hor rind examen tecnicatur diseñ program videojueg `` 
20,` horari examen `` 
20,` hor rind final `` 
20,` hor exam final tecnicatur videojueg `` 
20,` horari examen tecnicatur `` 
20,` hor ir rend exam final tecnicatur videojueg `` 
20,` horari rend final `` 
20,` hor tom examen final tecnicatur `` 
20,` horari rind exam tecnicatur videojueg `` 
20,` hor comienz examen `` 
20,a hor realiz examen tecnicatur diseñ program videojueg 
20,hor examen 
20,com horari dar final 
20,cual hor inici examen 
21,` moment pued entrar aul `` 
21,` horari pued consult aul `` 
21,` moment dìa habilit aul `` 
21,` hor pued acced aul `` 
21,` cual horari pued entrar aul virtual `` 
21,` hor pued ingres aul virtual `` 
21,` abiert aul `` 
21,` hor abre aul `` 
21,` aul estan siempr dispon `` 
21,` hor pued entrar aul `` 
21,a hor pued consult aul 
22,` dict curs extension distanci `` 
22,` realiz curs extension modal virtual `` 
22,` cons curs extension `` 
22,` ofrec curs extension `` 
22,` exist propuest estudi curs extension distanci `` 
22,` moment pued inscrib curs extension `` 
22,` moment pued inscrib curs extension `` 
22,` pued estudi curs extension un `` 
22,` curs extension `` 
22,` period inscripcion curs extension `` 
22,se import curs extension distanci 
22,los curs extension import mod virtual 
22,hay algun propuest estudi curs extension distanci 
22,pued estudi curs extension un 
23,` cuant turn exam pued rend `` 
23,` cuant tiemp dur regular asignatur `` 
23,` cuant dur regular `` 
23,` cuant tiemp regul `` 
23,` cuant llam dur regular `` 
23,` cuant vec pued rend qued libr `` 
23,` limit tiemp regular `` 
23,` cuant tiemp regul `` 
23,` cuant dur regular < materi > `` 
23,` cuant tiemp dur ser regul `` 
24,` cons cur < carrer > `` 
24,` cur materi < carrer > `` 
24,` curs < carrer > `` 
24,` curs < carrer > distanci `` 
24,` curs carrer distanci `` 
24,` hac curs distanci `` 
24,` cur < carrer > total virtual `` 
24,` exist instanci presencial < carrer > `` 
24,` curs < carrer > `` 
24,` ir curs < carrer > `` 
24,` pued curs < carrer > maner complet virtual `` 
24,` tan virtual cur < carrer > `` 
24,` < carrer > total remot `` 
24,` ir cm curs < carrer > `` 
24,` virtual tod carrer cm `` 
24,` quier estudi < carrer > distanci `` 
24,` exist instanci presencial < carrer > `` 
24,` instanci presencial < carrer > `` 
24,` ir personal algun motiv curs < carrer > `` 
24,` cuant vec asist person cur < carrer > `` 
24,quier estudi < carrer > distanci 
24,hay instanci car car < carrer > 
24,com instanci car car < carrer > 
24,teng ir personal algun razon estudi < carrer > 
24,pued estudi < carrer > maner complet virtual 
25,` envi certific asistent exam domicili tecnicatur diseñ program videojueg `` 
25,` pued recib certific asistent cas `` 
25,` mand certific asistent exam tecnicatur videojueg domicili `` 
25,` olvid ped certific rend materi tecnicatur pued mand domicili `` 
25,` necesit solicit envi certific asistent exam materi tecnicatur `` 
25,` pued envi certific asistent final cas `` 
25,` pas si pedi certific asistent rend `` 
25,` pued mand certific exam mail `` 
25,` necesit envi certific asistent domicili `` 
25,` posibl ped certific asistent via mail `` 
25,pued envi certific exam corre 
25,necesit envi certific asistent cas 
25,posibl solicit certific asistent corre 
25,me envi certific asistent exam videojueg cas 
26,` hag qued regul `` 
26,` promocion materi `` 
26,` regulariz `` 
26,` com obteng regular asignatur `` 
26,` alcanz condicion regul `` 
26,` pued rend regular `` 
26,` pued promocion `` 
26,` com promuev materi `` 
26,` regular materi `` 
26,` pued rend final libr `` 
26,` pued rend libr `` 
26,com lleg condicion regul 
27,` carrer materi promocion direct `` 
27,` pued promocion rend exam `` 
27,` unid academi distal carrer promocion direct `` 
27,` carrer promocion direct `` 
27,` carrer necesit exam presencial `` 
27,` carrer cuent exam presencial `` 
27,` hay algun carrer examen presencial `` 
27,` carrer total virtual `` 
27,` cual carrer instanci presencial `` 
27,` carrer ir rend `` 
27,pued promocion hac exam 
27,en unid academi carrer distanci promocion direct 
27,carrer exam car car 
27,carrer instanci car car 
28,` cuant sal matricul `` 
28,` cuant sal cuot `` 
28,` cuant cuest estudi `` 
28,` conoc cost materi `` 
28,` hag ver cost materi `` 
28,` preci materi `` 
28,` preci cad carrer `` 
28,` pued ver preci carrer `` 
28,` pued encontr cost materi `` 
28,` encuentr cost materi `` 
28,` part pagin estan cost `` 
28,` part portal veo preci `` 
28,` encuentr cost carrer quier estudi `` 
28,` avanc mensual diferent propuest `` 
28,cuant cuest registr 
28,cuant cuot 
28,cual tarif mensual diferent propuest 
29,` pag `` 
29,` habil pag `` 
29,` abon `` 
29,` acced pag `` 
29,` hag pag materi `` 
29,` pag materi `` 
29,` habil cur `` 
29,` pag cur asignatur `` 
29,` pag pod curs `` 
29,` pag habilit curs `` 
29,` pued rend pag `` 
29,` com abon carrer distanci `` 
29,com habit curs 
29,com pag curs 
30,` abre inscripcion `` 
30,` inscrib `` 
30,` dia inscrib carrer `` 
30,` period inscripcion `` 
30,` tramit deb realiz inscrib `` 
30,` hac inscrib `` 
30,` inscrib < carrer > `` 
30,` present document `` 
30,` present papel `` 
30,` hag tramit `` 
30,` hag inscrib `` 
30,` fech inscripcion `` 
30,` inscrib carrer distanci dentr modal unlvirtual `` 
30,` present inscrib `` 
30,` ya complet formulari inscripcion onlin envi document `` 
30,` inscripcion cur `` 
30,` medi realiz inscripcion < carrer > `` 
30,cuand registr 
30,period registr 
30,que hac aplic 
30,dond hag papele 
30,fech registr 
30,que present registr 
30,inscripcion curs 
30,por medi registr < carrer > 
31,` obteng cambi modal `` 
31,` consig constanci document archiv `` 
31,` cambi modal `` 
31,` cual requisit realiz solicitud especial `` 
31,` realiz solicitud especial `` 
31,` formulari fug `` 
31,` obteng solicitud especial `` 
31,` tramitacion cas especial `` 
31,` obteng constanci document archiv `` 
31,` acced formulari unific administracion alumn `` 
31,com consig cambi mod 
31,com obteng prueb document archiv 
31,com proces cas especial 
31,com obteng prueb document archiv 
32,` secundari complet pued inscrib `` 
32,` años pued inscrib `` 
32,` cons inscripcion baj articul 7 `` 
32,` cons inscripcion si termin secundari `` 
32,` termin escuel pued inscrib `` 
32,` document entreg acced solicitud especial `` 
32,` no pose titul secundari experient laboral . pued inscrib carrer unlvirtual `` 
32,` titul secundari pued estudi distanci `` 
32,` necesari secundari complet inscrib `` 
32,` pued empez estudi si ded materi secundari `` 
32,cual inscripcion virtud articul 7 
32,cons registr si secundari termin 
32,que document deb present acced solicitud especial 
32,requier secundari complet inscrib 
32,pued comenz estudi si deb asignatur secundari 
33,` pid excepcion curs ingres `` 
33,` except curs articul `` 
33,` pued hac curs inicial `` 
33,` carrer curs introductori `` 
33,` hac curs introductori `` 
33,` pid excepcion curs introductori `` 
33,` < carrer > curs articul `` 
33,` cual curs introductori `` 
33,` tod carrer curs articul `` 
33,` curs ingres exist `` 
33,com solicit excepcion curs ingres 
33,com solicit excepcion curs introductori 
34,` pued bes `` 
34,` exist algun tip bec `` 
34,` pag `` 
34,` algun ayud econom `` 
34,` necesit bec `` 
34,` hag acced bec `` 
34,` pued consegu bec `` 
34,` hag pag cuot `` 
34,` modal distanci pag `` 
34,` pag inscrib `` 
34,` pued financi estudi `` 
34,com acced bec 
34,pued obten bec 
34,hay algun ayud financ 
34,algun tip bec 
35,` par lleg pagin principal usuari necesit usuari contraseñ `` 
35,` acced pagin `` 
35,` envi dat acces pagin `` 
35,` hag ten acces campus virtual `` 
35,` entro un virtual `` 
35,` compuest usuari `` 
35,` acced campus `` 
35,` cuant tiemp acced ambient `` 
35,` acces aul `` 
35,` cuant demor darm acces ambient `` 
35,` mail mand dat acces `` 
35,` mand usuari contraseñ `` 
35,` ingres campus virtual un `` 
35,` acced ambient `` 
35,` entro ambient atencion aspir `` 
35,` estan dat acces campus `` 
35,` cuant esper entrar campus `` 
35,` ambient `` 
35,` acced atencion aspir `` 
35,` habl tutor ambient `` 
35,` ambient atencion estudi `` 
35,` ingres ambient atencion aspir `` 
35,` ambient atencion aspir `` 
35,cuant tiemp tard darm acces entorn 
35,corre envi dat acces 
35,dond envi nombr usuari contraseñ 
35,par acced pagin inici usuari necesit nombr usuari contraseñ 
36,` pag cupon gast ser admit `` 
36,` deb abon cupon gast administr inscrib `` 
36,` cuant vec deb pag cupon gast administr `` 
36,` cuant vec pag cupon gast administr `` 
36,` habil pag cupon gast administr `` 
36,` teng abon cupon gast administr `` 
36,` hast esper abon cupon `` 
36,` pag cupon gast pued curs `` 
36,` sirv pag cupon gast `` 
36,` abon cupon gast administr `` 
36,` es obligatori abon cupon gast administr complet admision propuest `` 
36,` pag cupon entrar carrer `` 
36,` requisit pag cupon gast administr `` 
36,` cuant vec pag cupon gast administr `` 
36,` cupon gast administr `` 
36,` pag cupon gast administr `` 
36,` comprend cupon gast administr `` 
36,teng pag cupon gast administr 
36,hast cuand esper pag cupon 
36,de sirv pag cupon gast 
36,requier pag cupon gast administr 
36,deb pag cupon gast administr registr 
37,` homolog materi `` 
37,` hag homolog materi `` 
37,` pued homolog materi `` 
37,` moment present solicitud homologacion `` 
37,` present homologacion `` 
37,` habl homolog materi `` 
37,` asesor homologacion `` 
37,` estudi sirv homolog materi `` 
37,` pued homolog materi nivel terciari `` 
37,` materi pued homolog `` 
37,` es posibl homolog materi aprob univers `` 
37,` y homolog materi carrer afin `` 
37,es posibl aprob asignatur aprob univers 
37,y homolog sujet carrer relacion 
38,` certif copi `` 
38,` pued envi fotocopi `` 
38,` admit fotocopi document `` 
38,` acept copi document `` 
38,` sol acept document original `` 
38,` certif fotocopi `` 
38,` certif copi `` 
38,` certif copi titul `` 
38,` certif fotocopi titul `` 
38,` < local > necesit certific document `` 
38,` hag certific fotocopi titul `` 
38,acept fotocopi document 
39,` cons curs ingres `` 
39,` exist curs ingres `` 
39,` cual curs ingres `` 
39,` ingres curs hac `` 
39,` dan curs ingres `` 
39,` curs ingres presencial `` 
39,` curs ingres rind final `` 
39,` rend exam curs ingres `` 
39,` pud rend curs ingres dict nuev `` 
39,` pued record curs ingres `` 
39,` tem dan curs ingres `` 
39,` que curs ingres deb realiz comenz curs carrer escogi `` 
39,` curs ingres necesit curs < carrer > `` 
39,teng hac exam curs ingres 
40,` retoñ estudi `` 
40,` inscrib año academ `` 
40,` habil formulari sur 2 `` 
40,` figur alumn activ hag `` 
40,` aparezc activ siu hag `` 
40,` aparec alumn activ guard hac `` 
40,` public fech reinscripcion cur `` 
40,` fij habil reinscripcion cur `` 
40,` fech reinscripcion `` 
40,` inscrib < materi > `` 
40,` curs dej . com retoñ carrer `` 
40,com reanud estudi 
40,com vuelv inscrib año academ 
40,formul sur 2 habilit 
40,com doy cuent reinscripcion curs habilit 
40,com vuelv inscrib < materi > 
41,` reinscribi aparec aul `` 
41,` reinscribi dej curs `` 
41,` complet formulari sur 2 año pas `` 
41,` año pas curs `` 
41,` año pas curs pued inscrib `` 
41,` hag alumn activ `` 
41,` conviert activ guard `` 
41,` reinscribi habil cur `` 
41,` aparezc alumn activ `` 
41,` quier retom carrer ingres campus virtual un nombr usuari contraseñ visualiz ambient comunicacion institucional pued realiz ningun tip operacion `` 
41,el año pas asist pued registr 
41,com conviert estudi activ 
41,com hag activ guard 
41,ya inscrit aul aparec 
42,` un virtual `` 
42,` campus virtual `` 
42,` sirv portal un virtual `` 
42,` pued hac campus `` 
42,` sirv campus virtual `` 
42,` pued autogestion tramit `` 
42,` funcion campus virtual `` 
42,` unlvirtual `` 
42,` permit hac portal virtual `` 
42,` llam portal virtual `` 
42,par campus virtual 
43,` funcion sed `` 
43,` sirv sed un `` 
43,` < local > present papel `` 
43,` < local > present document `` 
43,` viv < local > llev papel `` 
43,` algun sed < local > `` 
43,` inscrib si < local > `` 
43,` examen rind sed `` 
43,` pued curs sed `` 
43,` pued inscrib sed un `` 
43,examen dan sed 
44,` inscrib ser docent `` 
44,` hag ser docent virtual `` 
44,` quier ser docent distanci `` 
44,` inscrib ser docent distanci `` 
44,` inter dar clas distanci `` 
44,` quier enseñ un virtual `` 
44,` comun ser docent virtual `` 
44,` exist algun concurs ser docent `` 
44,` concurs ser docent `` 
44,` hac enseñ aul virtual `` 
44,` quier trabaj docent `` 
44,quier trabaj maestr 
44,hay concurs ser maestr 
44,cuand concurs ser maestr 
44,quier ser maestr distanci 
44,inscrib ser maestr distanci 
44,me interes aprendizaj distanci 
44,com inscrib ser maestr 
45,` quier estudi idiom `` 
45,` estudi < idiom > `` 
45,` estudi < idiom > `` 
45,` hag anot clas idiom `` 
45,` quier estudi < idiom > `` 
45,` centr idiom `` 
45,` cuant sal estudi idiom `` 
45,` preci sal estudi < idiom > `` 
45,` empiez curs < idiom > `` 
45,` pued estudi idiom un virtual `` 
45,com inscrib clas idiom 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
46,< sitioajen > 
47,< curs adul/apul > 
47,` anot curs azul `` 
47,` anot curs paul `` 
47,` inscrib curs adul/apul `` 
47,` habl realiz curs azul `` 
47,` contact hac curs paul `` 
47,` anot cicl formacion azul `` 
47,` inscrib cicl formacion paul `` 
47,` curs azul gratis `` 
47,` gratuit curs adul/apul `` 
47,` pag curs paul `` 
48,` quier estudi distanci res sta fe capital `` 
48,` pued estudi carrer mism ciud `` 
48,` pued estudi distanci si viv sant fe `` 
48,` si viv sta fe pued estudi < carrer > `` 
48,` posibl estudi < carrer > si viv mism ciud `` 
48,` pued estudi carrer distanci viv sant fe `` 
48,` pued estudi distanci si sant fe `` 
48,` viv sant fe pued ingres modal distanci `` 
48,` res sant fe pued estudi unlvirtual `` 
48,` sant fe pued estudi distanci `` 
48,quier estudi distanci viv sant fe capital 
49,` aspir carrer distanci año ingres anterior admit deb inscrib nuev carrer `` 
49,` inscrib nuev si año pas admit `` 
49,` rechaz año anterior inscrib `` 
49,` admit carrer distanci año pas hac `` 
49,` figur admit necesari reinscripcion `` 
49,` acept < carrer > hag `` 
49,` admit año pas inscrib `` 
49,` inscripcion admit `` 
49,` entreg document plaz año pas volv inscrib `` 
49,` realiz nuev inscripcion si rechaz año pas `` 
49,teng inscrib nuev si admit año pas 
49,teng hac nuev registr si rechaz año pas 
50,` aparec usuari registr `` 
50,` dej acced formulari inscripcion registr `` 
50,` quier volv inscrib dic registr `` 
50,` quier inscrib < carrer > registr `` 
50,` cuand abro formulari inscripcion coloc numer dni recib advertent indic usuari registr `` 
50,` dic usuari registr `` 
50,` habi inscript carrer deb obten usuari contraseñ nuev `` 
50,` da advertent usuari registr intent inscrib `` 
50,` cre nuev usuari si habi inscript carrer `` 
50,` advertent quier inscrib `` 
50,permit acced formulari registr registr 
50,quier registr nuev dic registr 
50,por advertent quier registr 
51,` pued estudi abogac distanci `` 
51,` exist modal distanci derech `` 
51,` alumn carrer abogac univers nacional litoral dese continu estudi modal distanci . que tramit deb inici `` 
51,` pued cambi modal carrer abogac `` 
51,` cur bachill derech fans pued cambi modal `` 
51,` pued estudi bachill cienci jurid social distanci `` 
51,` pued continu carrer abogac distanci `` 
51,` quier segu estudi abogac distanci `` 
51,` cambi modal cur carrer derech `` 
51,` pued termin abogac distanci `` 
52,` que document acredit ser admit alumn carrer inscrib `` 
52,` document present inscrib `` 
52,` present ser admit alumn < carrer > `` 
52,` papel present ser admit unlvirtual `` 
52,` document necesit inscrib carrer distanci `` 
52,` papel acredit admit `` 
52,` document requer admision < carrer > `` 
52,` cual papel pid inscripcion `` 
52,` papel necesit estudi < carrer > `` 
52,` quier estudi < carrer > document present `` 
52,document requier admision < carrer > 
52,papel pid inscripcion 
52,que document deb present ser admit unlvirtual 
52,que document deb present registr 
53,` titul necesari admision `` 
53,` necesit titul inscripcion `` 
53,` necesit titul secundari anot < carrer > `` 
53,` titul necesit estudi < carrer > `` 
53,` acredit necesit ser admit < carrer > `` 
53,` tip titul pid entrar < carrer > `` 
53,` que tip titul necesit ser admit propuest `` 
53,` fij titul deb present inscripcion `` 
53,` requisit necesit realiz inscripcion < carrer > `` 
53,` tip titul requier estudi carrer `` 
53,que tip titul pid ingres < carrer > 
53,requisit necesari realiz registr < carrer > 
53,se requier titul registr 
54,` pued anot si titul secundari tramit `` 
54,` titul secundari tramit `` 
54,` pued estudi < carrer > si todavi titul secundari `` 
54,` quier curs < carrer > dieron titul `` 
54,` titul tramit pued estudi igual `` 
54,` document present si titul tramit `` 
54,` pued empez estudi titul secundari tramit `` 
54,` reci termin escuel pued estudi `` 
54,` pued present constanci titul secundari tramit `` 
54,` pued empez curs < carrer > si secundari tramit `` 
54,mi titul pendient pued estudi 
54,que document present si titul pendient 
54,pued comenz estudi titul secundari proces 
54,acab termin escuel pued estudi 
55,` pued estudi licenciatur si titul tramit `` 
55,` todavi titul terciari pued estudi licenciatur `` 
55,` titul tramit pued estudi licenciatur igual `` 
55,` quier estudi licenciatur todavi terciari `` 
55,` titul terciari tramit pued estudi licenciatur igual `` 
55,` pued comenz curs cicl licenciatur si titul terciari tramit `` 
55,` titul terciari tramit `` 
55,` pued estudi licenciatur titul `` 
55,` necesari titul terciari inici licenciatur `` 
55,` quer estudi licenciatur necesit titul `` 
55,pued comenz tom licenciatur si titul terciari pendient 
55,titul terciari pendient 
55,se requier titul terciari comenz licenciatur 
56,` quier estudi posgr titul tramit `` 
56,` pued realiz curs posgr si titul universitari tramit `` 
56,` titul universitari tramit `` 
56,` pued estudi posgr titul `` 
56,` necesari titul universitari inici posgr `` 
56,` quer estudi posgr necesit titul `` 
56,` quer curs posgr titul necesit `` 
56,` pued anot posgr si titul universitari tramit `` 
56,` hag estudi posgr titul tramit `` 
56,` recibi titul todavi pued estudi posgr `` 
56,quier estudi postgr titul pendient 
56,pued tom curs posgr si titul universitari pendient 
56,titul universitari proces 
56,se requier titul universitari comenz posgr 
56,quier tom curs posgr necesit titul 
56,pued inscrib postgr si titul universitari proces 
56,recibi aun titul pued estudi postgr 
